ID,Text,email,address,firstname,lastname,keywords,journal,jabbrv,day,month,year,abstract,doi,pmid,Label,Pre-Loaded,Profile,Timestamp,Verified,Verified By,Verified Timestamp
13127,Archaeoparasitological Analysis of Samples from the Cultural Layer of Nadym Gorodok dated Back to the 14th-Late 18th Centuries.,,,,,"Alaria alata; Diphyllobothrium sp. archaeoparasitology; Middle Age; North Asia; Opisthorchis felineus; archaeology; paleoparasitology; Animals; Archaeology; Diphyllobothrium; History, 15th Century; History, 16th Century; History, 17th Century; History, 18th Century; History, Medieval; Humans; Opisthorchis; Parasitology; Platyhelminths; Siberia; Soil",The Korean journal of parasitology,Korean J Parasitol,15,05,2020,"An archaeoparasitological analysis of the soil samples from Nadym Gorodok site of Western Siberia has been carried out in this study. The archaeological site was dated as the 13 to 18th century, being characterized as permafrost region ensuring good preservation of ancient parasite eggs. Parasite eggs as Opisthorchis felineus, Alaria alata, and Diphyllobothrium sp. were found in the archaeological soil samples, which made clear about the detailed aspects of Nadym Gorodok people's life. We found the Diphyllobothrium sp. eggs throughout the 14 to 18th century specimens, allowing us to presume that raw or undercooked fish might have been commonly used for the foods of Nadym Gorodok inhabitants and their dogs for at least the past 400 years. Our study on Nadym Gorodok specimens also demonstrate that there might have been migratory interactions and strong economic ties between the people and society in Western Siberia, based on archaeoparasitological results of Opisthorchis felineus in Western Siberia.",10.3347/kjp.2019.57.6.567,31914506,Maybe Neotoma,No,SimonGoring,2023-05-14 12:53:58.815803-04:00,No,,
24779,Spatial Response of Epilithic Diatom Communities to Downstream Nutrient Increases.,,,,,"Brazil; Diatoms; Environmental Monitoring; Eutrophication; Rivers; Seasons; Water Pollutants, Chemical",Water environment research : a research publication of the Water Environment Federation,Water Environ Res,16,11,2015,"To monitor water quality and investigate relationships between downstream nutrient increases and diatom communities in the Pardo River Basin, Brazil, water and diatom samples were collected between 2005 and 2009. There were significant differences in diatom community composition among all river zones, with the greatest differences found between the upper and lower reaches. Significant changes were detected in relative abundances of diatom species and spatial structuring was evident. Dissolved oxygen, phosphates, turbidity, Eicherichia coli, and total dissolved solids were the most important variables shaping diatom communities, characterizing an organic pollution and eutrophication gradient. However, the hypothesis of sensitive species prevailing upstream and their gradual downstream replacement for more tolerant species was not confirmed because shifts in relative abundances of the same group of species in both the upper and lower reaches of the rivers were identified.",10.2175/106143014X14062131178196,26459823,Maybe Neotoma,No,SimonGoring,2023-05-14 12:52:39.024413-04:00,No,,
13232,Investigating reindeer pastoralism and exploitation of high mountain zones in northern Mongolia through ice patch archaeology.,,,,,"Animal Husbandry; Animals; Animals, Domestic; Archaeology; Climate Change; Conservation of Natural Resources; Ice; Mongolia; Reindeer; Seasons; Tundra",PloS one,PLoS One,02,04,2020,"In interior Eurasia, high mountain zones are crucial to pastoral subsistence, providing seasonally productive pastures and abundant wild resources. In some areas of northern Mongolia, mountainous tundra zones also support a low-latitude population of domestic reindeer herders-a lifestyle whose origins are poorly characterized in the archaeological record of early Mongolia. Traditionally, reindeer pastoralists make significant seasonal use of munkh mus (eternal ice) for their domestic herds, using these features to cool heat-stressed animals and provide respite from insect harassment. In recent years, many of these features have begun to melt entirely for the first time, producing urgent threats to traditional management techniques, the viability of summer pastures, and reindeer health. The melting ice is also exposing fragile organic archaeological materials that had previously been contained in the patch. We present the results of horseback survey of ice patches in Baruun Taiga special protected area, providing the first archaeological insights from the region. Results reveal new evidence of historic tool production and wild resource use for fishing or other activities, and indicate that ice patches are likely to contain one of the few material records of premodern domestic reindeer use in Mongolia and lower Central Asia. The area's ancient ice appears to be rapidly melting due to changing climate and warming summer temperatures, putting both cultural heritage and traditional reindeer herding at extreme risk in the years to come.",10.1371/journal.pone.0224741,31747407,Maybe Neotoma,No,SimonGoring,2023-05-14 12:51:14.101534-04:00,No,,
22132,"The insight into diatom diversity, ecology, and biogeography of an extreme cold ultraoligotrophic Lake Labynkyr at the Pole of Cold in the northern hemisphere.",,,,,Diatoms; Lake Labynkyr; Periphyton; Plankton; Pole of Cold in the northern hemisphere; Biodiversity; Diatoms; Extreme Cold Weather; Lakes; Russia,Extremophiles : life under extreme conditions,Extremophiles,17,08,2020,"The freshwater ultraoligotrophic Lake Labynkyr is located near the Pole of Cold in the northern hemisphere (Yakutia, Russia). The lake is covered by ice during 240&#xa0;days a year. We undertook several expeditions to the lake during the ice and open water periods for sampling ice fouling, plankton and periphyton that were then analyzed by means of scanning electron microscopy. As a result, we identified a high biodiversity of diatoms-123 species and intraspecific taxa from 53 genera, among them 3 species were new for Russia and 26 taxa were new for the algal flora of Yakutia. The oligo- and xenosaprobionts and their variations dominate-71 taxa. 18 Species were evaluated as tolerant to cold oligotrophic waters, 12 occurred on the ice bottom, and 62 in the water column under ice (0-25&#xa0;m). 104 taxa were found during the open water period, 70 taxa were identified in the periphyton. We showed the diatom flora of Lake Labynkyr to be unique compared with other lakes of Yakutia and to share taxa with the diatom flora of Lake Baikal. The diatoms being indicators of the global climate changes and ecological status of lakes, our data can be used as an evidence of such changes as well as to be useful studies of biogeography and history of formation of flora in Arctic and Subarctic waters.",10.1007/s00792-020-01181-1,32529597,Maybe Neotoma,No,SimonGoring,2023-05-14 12:51:07.425333-04:00,No,,
10431,"Plant foods consumed at the Neolithic site of Qujialing (ca. 5800-4200 BP) in Jianghan Plain of the middle catchment of Yangtze River, China.",,,,,Jianghan plain; Qujialing; plant foods; starch grain analysis; the late Neolithic,Frontiers in plant science,Front Plant Sci,05,11,2022,"The site of Qujialing experienced a long, sustained process of the development of Neolithic culture in the Jianghan Plain, with a period of some1600 years. Our previous studies based on macrofossil remains and phytoliths revealed that rice (<i>Oryza sativa</i>) from Qujialing was already domesticated, and millet (<i>Setaria italica</i> and <i>Panicum miliaceum</i>) had also been spread into the site since the Youziling Culture period (5800-5100 BP). Nevertheless, no direct evidence has been provided regarding the daily consumed plant foods, especially plant foods obtained by gathering, throughout the site occupation. This paper thus examines pottery sherds (n=41) associated with culinary practices from Qujialing with starch grain analysis. Apart from starch grains from rice and millet, the results indicate that job's tears (<i>Coix lacryma-jobi</i>), lotus roots (<i>Nelumbo nucifera</i>), tubers possibly from Chinese yam (<i>Dioscorea panthainca</i>), acorns (<i>Quercus</i> sp.), and beans (<i>Vigna</i> sp. or/and <i>Vicia</i> sp.) were consumed by the ancient Qujialing people, within job's tears and lotus roots were not discovered before in the macrofossil remains and phytoliths. Combining the starch data and multiple lines of evidence from macrofossil remains and phytoliths, it is suggested that rice was among the most frequently consumed plant foods since the first occupation phase at Qujialing, while acorns could have been gradually replaced by other agricultural products (i.e., rice) and became less important food ingredients, especially when agriculture was more developed in the last occupation phase at Qujialing. These novel findings not only complement our previous research by providing the first line of evidence of paleodiet in the Jianghan Plain from the perspective of starch grain analysis but also delivers a better understanding of the characterized dietary trends and agricultural development in the research region.",10.3389/fpls.2022.1009452,36330240,Maybe Neotoma,No,SimonGoring,2023-05-14 12:50:40.909944-04:00,No,,
19904,"Diverse early dwarf mistletoes (<i>Arceuthobium</i>), ecological keystones of the Eocene Baltic amber biota.",,,,,Baltic amber forest; Enantioblastos; Patzea; succinite; Viscaceae; paleoecology; Amber; Baltic States; Biota; Fossils; Viscaceae,American journal of botany,Am J Bot,19,10,2017,"Extant dwarf mistletoes (<i>Arceuthobium</i> M. Bieb., Viscaceae) are hemiparasites with complex roles in nature. They are one of the most severe pests in northern hemisphere conifer forests, but they also enhance the structural complexity and species diversity of the forests. Here, we describe the first pre-Miocene macrofossils of dwarf mistletoes. The fossils from Eocene Baltic amber provide new insights into the morphological evolution of the <i>Arceuthobium</i> lineage and its paleobiogeography. The amber inclusions were investigated with light microscopy and compared with extant Viscaceae and to historic descriptions of lost Baltic amber fossils with affinities to Viscaceae. Six fossil species of the <i>Arceuthobium</i> lineage, <i>A. johnianum</i> comb. nov., <i>A. mengeanum</i> comb. nov., <i>A. conwentzii</i> sp. nov., <i>A. groehnii</i> sp. nov., <i>A. viscoides</i> comb. nov. and <i>A. obovatum</i> sp. nov., occurred in source forests of Baltic amber, representing the oldest macrofossil evidence of dwarf mistletoes. They share morphological features of their bracts, internodes, fruits, and stomata with extant <i>Arceuthobium</i>. Differences from extant dwarf mistletoes, such as the perianth merosity, the nonfusion of squamate bracts and presence of oblanceolate expanded leaves, indicate their affiliation to an ancient lineage of the genus. The occurrence of six species of dwarf mistletoes in a single amber deposit suggests <i>Arceuthobium</i> was a keystone taxon of the Baltic amber source area. As in extant conifer forests, they probably influenced the structural complexity of the forest, not only leading to more open woodlands but also increasing species diversity, at least at a microhabitat scale.",10.3732/ajb.1600390,28533204,Maybe Neotoma,No,SimonGoring,2023-05-14 12:50:36.312842-04:00,No,,
21013,Alkalinity and diatom assemblages in lowland streams: How to separate alkalinity from inorganic phosphorus in ecological assessments?,,,,,Benthic algae; Bioindicator; Eutrophication; Freshwater; Water framework directive; Diatoms; Ecosystem; Environmental Monitoring; Environmental Pollution; Eutrophication; Humans; Phosphorus; Rivers,The Science of the total environment,Sci Total Environ,06,04,2022,"Benthic algae are widely used as ecological indicators of the ecological status of streams because they are widely distributed, they show high species diversity and they respond rapidly to human pressures in particular eutrophication and organic pollution. Recent findings have highlighted that in addition to human pressures, alkalinity may also play a role for community composition as bicarbonate becomes an increasingly important carbon source for photosynthesis when alkalinity increases. With this study, we aimed to elucidate how alkalinity influences the distribution of diatoms in Danish lowland streams, and to explore ifdiatom assemblage patterns can be affected by alkalinity in a way that interferes with the ecological assessment using diatom-based indices. We found that alkalinity affect the benthic algae community in lowland streams and that different species of diatoms were associated with different levels of alkalinity, a finding that might indicate dissimilarities in the efficiency of their HCO<sub>3</sub><sup>-</sup> use. Nitzschia intermedia, Synedra acus, Nitzschia recta, Diatoma tenue, and Nitzschia linearis were associated with high alkalinity, whereas Synedra rumpens, Fragilaria vaucheriae, Psammothidium bioretii, and Gomphonema parvulum were associated with low alkalinity in streams with very low levels of phosphate. We also found that the Danish indicator for ecological status in streams (a combination of two Austrian indices, the Saprobic Index (SID) and the Trophic Index (TID) may exceed levels acceptable for good ecological status in moderate to high alkaline streams despite low phosphate levels. These findings highlight the need for the development of a diagnostic method to disentangle the effects of alkalinity from eutrophication and, additionally, that we need more insight into the autecology of species to interpret ecological assessments to be able to guide management efforts.",10.1016/j.scitotenv.2022.153829,35151750,Maybe Neotoma,No,SimonGoring,2023-05-14 12:47:58.783943-04:00,No,,
19778,Unexpected findings in the Eocene Baltic amber forests: Ground beetle fossils of the tribe &lt;em&gt;Nebriini (Coleoptera: Carabidae).,,,,,"Coleoptera, paleoentomology, paleoecology, taxonomy, new genus, new species, Archaeonebria, Nippononebria; Amber; Animals; Baltic States; Coleoptera; Forests; Fossils; X-Ray Microtomography",Zootaxa,Zootaxa,06,04,2020,"Occurrence of the ground beetle tribe Nebriini in the Baltic amber forest is confirmed. The nebriine taxon Archaeonebria inexspectata gen. n., sp. n., is described and imaged based on four fossil specimens preserved in the Eocene Baltic amber using light microscopy and X-ray micro-computed tomography. The new taxon shares likely synapomorphies with the amphipacific genus Nippononebria and is therefore proposed as its sister group. The occurrence of Archaeonebria in the Baltic amber forests supports previous assumptions that these forests grew under temperate, at least warm-temperate, climatic conditions.",10.11646/zootaxa.4701.4.2,32229935,Maybe Neotoma,No,SimonGoring,2023-05-14 12:43:48.542011-04:00,No,,
12226,"A dataset for distribution and characteristics of Holocene pyroclastic fall deposits along the Pacific coasts in western Hokkaido, Japan.",,,,,Hokkaido; Komagatake volcano; Late Holocene; Pyroclastic fall deposit; Tarumae volcano; Tephra stratigraphy; Usu volcano,Data in brief,Data Brief,11,12,2020,"The tephra layers known with eruption ages play an important role in an investigation of tsunami history and archaeology in addition to volcanic history in Hokkaido, Japan. We investigated the event and tephra layers of the Late Holocene in the Pacific coast of western Hokkaido, where the stratigraphy of the Late Holocene has not been clarified. Surveys in coastal peatlands, mostly undisturbed deposits, have allowed for the discovery of thin tephra layers. The newly discovered tephra layers at the unexplored site were used to describe facies, observation under a polarization microscope, refractive index measurement of volcanic glasses, and chemical analysis, and correlated with the reported widespread tephras. We conducted wide-area field surveys and succeeded in revealing a wider distribution of tephra layers than previously known. The distribution of volcanic ash in the coastal area will contribute to the investigations of future volcanic and coastal hazards.",10.1016/j.dib.2020.106565,33304962,Maybe Neotoma,No,SimonGoring,2023-05-12 18:08:16.341842-04:00,No,,
10532,"Evolution of the Family Equidae, Subfamily Equinae, in North, Central and South America, Eurasia and Africa during the Plio-Pleistocene.",,,,,Equidae; Equinae; biochronology; equini; evolution; hipparionini; paleoclimatology; paleoecology; phylogeny; protohippini,Biology,Biology (Basel),28,09,2022,"Studies of horse evolution arose during the middle of the 19th century, and several hypotheses have been proposed for their taxonomy, paleobiogeography, paleoecology and evolution. The present contribution represents a collaboration of 19 multinational experts with the goal of providing an updated summary of Pliocene and Pleistocene North, Central and South American, Eurasian and African horses. At the present time, we recognize 114 valid species across these continents, plus 4 North African species in need of further investigation. Our biochronology and biogeography sections integrate Equinae taxonomic records with their chronologic and geographic ranges recognizing regional biochronologic frameworks. The paleoecology section provides insights into paleobotany and diet utilizing both the mesowear and light microscopic methods, along with calculation of body masses. We provide a temporal sequence of maps that render paleoclimatic conditions across these continents integrated with Equinae occurrences. These records reveal a succession of extinctions of primitive lineages and the rise and diversification of more modern taxa. Two recent morphological-based cladistic analyses are presented here as competing hypotheses, with reference to molecular-based phylogenies. Our contribution represents a state-of-the art understanding of Plio-Pleistocene <i>Equus</i> evolution, their biochronologic and biogeographic background and paleoecological and paleoclimatic contexts.",10.3390/biology11091258,36138737,Maybe Neotoma,No,SimonGoring,2023-05-12 18:07:16.338931-04:00,No,,
556,Observed and dark diversity dynamics over millennial time scales: fast life-history traits linked to expansion lags of plants in northern Europe.,,,,,biodiversity change; dispersal limitation; functional diversity; sedimentary pollen; temporal dynamics; time lags; Plants; Biodiversity; Pollen; Life History Traits; Europe; Ecosystem,Proceedings. Biological sciences,Proc Biol Sci,12,01,2023,"Global change drivers (e.g. climate and land use) affect the species and functional traits observed in a local site but also its dark diversity-the set of species and traits locally suitable but absent. Dark diversity links regional and local scales and, over time, reveals taxa under expansion lags by depicting the potential biodiversity that remains suitable but is absent locally. Since global change effects on biodiversity are both spatially and temporally scale dependent, examining long-term temporal dynamics in observed and dark diversity would be relevant to assessing and foreseeing biodiversity change. Here, we used sedimentary pollen data to examine how both taxonomic and functional observed and dark diversity changed over the past 14 500 years in northern Europe. We found that taxonomic and functional observed and dark diversity increased over time, especially after the Late Glacial and during the Late Holocene. However, dark diversity dynamics revealed expansion lags related to species' functional characteristics (dispersal limitation and stress intolerance) and an extensive functional redundancy when compared to taxa in observed diversity. We highlight that assessing observed and dark diversity dynamics is a promising tool to examine biodiversity change across spatial scales, its possible causes, and functional consequences.",10.1098/rspb.2022.1904,36629107,Maybe Neotoma,No,SimonGoring,2023-05-12 18:02:20.856953-04:00,No,,
10781,Droughts and societal change: The environmental context for the emergence of Islam in late Antique Arabia.,,,,,"Arabia; Droughts; History, Medieval; Islam; Oman; Social Change","Science (New York, N.Y.)",Science,20,06,2022,"In Arabia, the first half of the sixth century CE was marked by the demise of Himyar, the dominant power in Arabia until 525 CE. Important social and political changes followed, which promoted the disintegration of the major Arabian polities. Here, we present hydroclimate records from around Southern Arabia, including a new high-resolution stalagmite record from northern Oman. These records clearly indicate unprecedented droughts during the sixth century CE, with the most severe aridity persisting between ~500 and 530 CE. We suggest that such droughts undermined the resilience of Himyar and thereby contributed to the societal changes from which Islam emerged.",10.1126/science.abg4044,35709263,Maybe Neotoma,No,SimonGoring,2023-05-12 17:54:55.269937-04:00,No,,
10118,"Settlement dynamics, subsistence economies and climate change during the late Holocene at Nunura Bay (Sechura Desert, Peru): A multiproxy approach.",,,,,Humans; Peru; Climate Change; Bays; Pacific Ocean; Ecuador,PloS one,PLoS One,13,03,2023,"Long considered on the margins, far from the major cultural traditions, the Sechura Desert is situated at the crossroads between the cultures of southern Ecuador and those of the northern Peruvian coast and preserves a large number of varied archaeological sites. Despite this evidence, little is known about the societies that inhabited this region during the Holocene. Exposed to natural hazards, including El Ni&#xf1;o events, and to major climatic changes, they were able to adapt and exploit the scarce resources that this extreme environment offered them. Because of this rich history, we have been conducting archaeological research in this region since 2012 in order to clarify the dynamics of human occupation and their links with climate oscillations and environmental changes. This paper present the results of a multidisciplinary study of Huaca Grande, a mound located on Nunura Bay, 300 m from the Pacific Ocean. The nature of the human occupations at Huaca Grande was varied, and several adjustments occurred over time. The subsistence economy was based mainly on local marine resources and a continual use of terrestrial vegetal resources. However, a major change occurred in the more recent occupations, with the apparition of non-local resources (maize and cotton) indicating that Huaca Grande was connected to trade networks. The results show two main phases of occupation separated by a long abandonment (mid-5th century CE to mid-7th century CE and mid-13th century to mid-15th century CE). The occupation of the site appears to have been influenced by changes in the local climate and by extreme El Ni&#xf1;o events. Our results highlight the great adaptability of these human groups over the span of a millennium and their capacity to react to the climatic changes and hazards that characterise this region.",10.1371/journal.pone.0281545,36893164,Maybe Neotoma,No,SimonGoring,2023-05-12 17:43:02.415203-04:00,No,,
12091,New trajectories or accelerating change? Zooarchaeological evidence for Roman transformation of animal husbandry in Northern Italy.,,,,,Agriculture; Biometry; Economy; Improvement; Iron Age; Late Antiquity; Roman Empire,Archaeological and anthropological sciences,Archaeol Anthropol Sci,20,04,2022,"Throughout the Western provinces of the Roman Empire, greater economic and political connectivity had a major impact on agricultural production, which grew in scale and specialisation after integration with the Roman state. However, uniquely in Western Europe, farming strategies in Italy began to evolve centuries before the Roman conquest, and many 'Roman' patterns associated with livestock size and the relative proportions of different taxa first emerged during the early and middle centuries of the first millennium BC. These changes imply a significant reorganisation of production strategies well before Roman hegemony, even in relatively marginal areas of Italy. Zooarchaeological studies have documented further significant changes to livestock production in Roman times, but the relationship between these developments and earlier trends remains unclear. Through analysis of zooarchaeological data for species representation and livestock biometry from lowland northern Italy (Po-Friulian Plain), this study investigates animal exploitation between the Bronze Age and Late Antiquity in order to characterise the influence of Roman political and economic organisation on animal husbandry. Results demonstrated subregional variation in species representation, and different trajectories in the biometric evolution of cattle, sheep and goats, compared to pigs. Initial steps established in the Iron Age towards a more complex and dynamic livestock economy were accelerated and further reconfigured in Roman times, facilitated by Roman economic organisation and the specialised and large-scale production systems within it. Zooarchaeological trends continued to progress over the Roman period, until further changes at the very end of the chronology considered here-around the sixth century AD-suggest another wave of change. The online version contains supplementary material available at 10.1007/s12520-020-01251-7.",10.1007/s12520-020-01251-7,33520005,Maybe Neotoma,No,SimonGoring,2023-05-12 14:51:13.584319-04:00,No,,
11619,"High altitude hunting, climate change, and pastoral resilience in eastern Eurasia.",,,,,,Scientific reports,Sci Rep,04,10,2021,"The transition from hunting to herding transformed the cold, arid steppes of Mongolia and Eastern Eurasia into a key social and economic center of the ancient world, but a fragmentary archaeological record limits our understanding of the subsistence base for early pastoral societies in this key region. Organic material preserved in high mountain ice provides rare snapshots into the use of alpine and high altitude zones, which played a central role in the emergence of East Asian pastoralism. Here, we present the results of the first archaeological survey of melting ice margins in the Altai Mountains of western Mongolia, revealing a near-continuous record of more than 3500&#xa0;years of human activity. Osteology, radiocarbon dating, and collagen fingerprinting analysis of wooden projectiles, animal bone, and other artifacts indicate that big-game hunting and exploitation of alpine ice played a significant role during the emergence of mobile pastoralism in the Altai, and remained a core element of pastoral adaptation into the modern era. Extensive ice melting and loss of wildlife in the study area over recent decades, driven by a warming climate, poaching, and poorly regulated hunting, presents an urgent threat to the future viability of herding lifeways and the archaeological record of hunting in montane zones.",10.1038/s41598-021-93765-w,34253789,Maybe Neotoma,No,SimonGoring,2023-05-12 14:48:27.992021-04:00,No,,
11729,"Ancient DNA, lipid biomarkers and palaeoecological evidence reveals construction and life on early medieval lake settlements.",,,,,"Animals; Archaeology; Biomarkers; DNA, Ancient; History, Medieval; Humans; Ireland; Lakes; Lipids; Minerals; Radiometric Dating; United Kingdom",Scientific reports,Sci Rep,22,11,2021,"Direct evidence of ancient human occupation is typically established through archaeological excavation. Excavations are costly and destructive, and practically impossible in some lake and wetland environments. We present here an alternative approach, providing direct evidence from lake sediments using DNA metabarcoding, steroid lipid biomarkers (bile acids) and from traditional environmental analyses. Applied to an early Medieval Celtic settlement in Ireland (a crannog) this approach provides a site chronology and direct evidence of human occupation, crops, animal farming and on-site slaughtering. This is the first independently-dated, continuous molecular archive of human activity from an archeological site, demonstrating a link between animal husbandry, food resources, island use. These sites are under threat but are impossible to preserve in-situ so this approach can be used, with or without excavation, to produce a robust and full site chronology and provide direct evidence of occupation, the use of plants and animals, and activities such as butchery.",10.1038/s41598-021-91057-x,34083588,Maybe Neotoma,No,SimonGoring,2023-05-12 14:46:41.728932-04:00,No,,
2250,"Vegetation climate and marine environmental reconstruction in the western Mediterranean (southern Rifian corridor, Morocco) over the Tortonian-Messinian transition.",,,,,Climate; Marine environment; South Rifian corridor; Tortonian-Messinian transition; Vegetation; Western Mediterranean,Heliyon,Heliyon,07,01,2022,"The Southern Rifian Corridor was a gateway connecting the Mediterranean Sea to the Atlantic Ocean in the Late Miocene. Its rapid narrowing at the Tortonian - Messinian transition around 7.2 Ma, resulting from very intense tectonic activity, has triggered an ecological crisis well before the deposition of the Messinian Salinity crisis evaporites. The sedimentary successions deposited in the Sa&#xef;s Basin have recorded different events regarding biostratigraphic, environmental, tectonic, and eustatic that characterized the area during the late Miocene. In order to get information on the marine and continental environment during the Tortonian-Messinian Transition (TMT), a palynological and biostratigraphic study was carried out on two boreholes in the Sa&#xef;s Basin. The biostratigraphic analyses based on the planktonic foraminifera of the boreholes studied reveals the succession of several biostratigraphic events, allowing us to attribute these sedimentary deposits to the late Tortonian - early Messinian time interval including the recognition of the T/M boundary. The abundance of continental inputs (pollen, spores, BOM, WOM, and COM in the palynofacies) and the low D/S ratio values indicated that the Sa&#xef;s basin was a neritic epicontinental environment suffering a significant influence of terrigenous inputs. The temperature index shows that the thermal conditions of the surface water were warm. In the late Tortonian, faunal and floristic assemblages indicate an open, relatively deep, outer platform type marine environment with a slight tendency towards an inner platform context. At the Tortonian-Messinian boundary, there is an increase in land inputs and relative reduction in the diversity of both microfauna and microflora. The presence of cold-water taxa probably indicates moderate cooling. In Lower Messinian the marine environment, was external platform with tendencies towards an internal area. The cover is opened and dominated by herbaceous plants that colonize the low altitudes, while trees colonized the middle altitudes. The climate was hot and humid in the mid-altitude and dry in the lowlands.",10.1016/j.heliyon.2021.e08569,34984242,Maybe Neotoma,No,SimonGoring,2023-05-12 14:42:58.640296-04:00,No,,
13687,Zooarchaeology of the social and economic upheavals in the Late Antique-Early Islamic sequence of the Negev Desert.,,,,,"Animal Husbandry; Animals; Animals, Wild; Archaeology; Camelus; Desert Climate; Goats; History, Ancient; Humans; Islam; Israel; Livestock; Sheep",Scientific reports,Sci Rep,04,12,2020,"The Byzantine - Islamic transition (7<sup>th</sup>-8<sup>th</sup> centuries CE) in the desert-edge Palaestina Tertia is examined using faunal remains recovered from archaeological sites in the Negev. Archaeozoological analyses suggest sharp differences between Late Byzantine and Early Islamic animal economies, especially in herding patterns and the exploitation of wildlife resources. These differences are suggested to reflect both cultural and land ownership changes following the Arab conquest, against the backdrop of climatic change. The archaeozoological record thereby provides independent evidence to the rise and fall of societal complexity in this marginal region.",10.1038/s41598-019-43169-8,31040351,Maybe Neotoma,No,SimonGoring,2023-05-12 13:18:16.955196-04:00,No,,
12803,Predicting habitat use by the Argentine hake Merluccius hubbsi in a warmer world: inferences from the Middle Holocene.,,,,,Hake; Osteometry; Stable isotopes; Tierra del Fuego; Zooarchaeology; Animals; Argentina; Ecosystem; Gadiformes; Global Warming; Phylogeny,Oecologia,Oecologia,30,06,2020,"Fish skeletal remains recovered from two archaeological sites dated in the Middle Holocene of Tierra del Fuego (Argentina) were analysed to describe habitat use patterns by hake in the past and predict changes in a warmer world. Mitochondrial DNA was successfully extracted and amplified from 42 out of 45 first vertebra from ancient hake and phylogenetic analysis assigned all haplotypes to Argentine hake (Merluccius hubbsi). According to osteometry, the Argentine hake recovered from the archaeological site were likely adults ranging 37.2-58.1&#xa0;cm in standard length. C and N stable isotope analysis showed that currently Argentine hake use foraging grounds deeper than those of Patagonian blenny and pink cusk-eel. Argentine hake, however, had a much broader isotopic niche during the Middle Holocene, when a large part of the population foraged much shallower than contemporary pink cusk-eel. The overall evidence suggests the presence of large numbers of Argentine hake onshore Tierra del Fuego during the Middle Holocene, which allowed exploitation by hunter-gatherer-fisher groups devoid of fishing technology. Interestingly, average SST off Tierra del Fuego during the Middle Holocene was higher than currently (11&#xa0;&#xb0;C vs 7&#xa0;&#xb0;C) and matched SST in the current southernmost onshore spawning aggregations, at latitude 47&#xa0;&#xb0;S. This indicates that increasing SST resulting from global warming will likely result into an increased abundance of adult Argentine hake onshore Tierra del Fuego, as during the Middle Holocene. Furthermore, stable isotope ratios from mollusc shells confirmed a much higher marine primary productivity during the Middle Holocene off Tierra del Fuego.",10.1007/s00442-020-04667-z,32424465,Maybe Neotoma,No,SimonGoring,2023-05-12 13:13:28.145884-04:00,No,,
4003,Forest responses to last-millennium hydroclimate variability are governed by spatial variations in ecosystem sensitivity.,,,,,Climate change; drought; ecosystem modelling; palaeoecology; stability; vulnerability; Climate Change; Droughts; Ecosystem; Forests; Trees,Ecology letters,Ecol Lett,15,02,2021,"Forecasts of future forest change are governed by ecosystem sensitivity to climate change, but ecosystem model projections are under-constrained by data at multidecadal and longer timescales. Here, we quantify ecosystem sensitivity to centennial-scale hydroclimate variability, by comparing dendroclimatic and pollen-inferred reconstructions of drought, forest composition and biomass for the last millennium with five ecosystem model simulations. In both observations and models, spatial patterns in ecosystem responses to hydroclimate variability are strongly governed by ecosystem sensitivity rather than climate exposure. Ecosystem sensitivity was higher in models than observations and highest in simpler models. Model-data comparisons suggest that interactions among biodiversity, demography and ecophysiology processes dampen the sensitivity of forest composition and biomass to climate variability and change. Integrating ecosystem models with observations from timescales extending beyond the instrumental record can better understand and forecast the mechanisms regulating forest sensitivity to climate variability in a complex and changing world.",10.1111/ele.13667,33377307,Maybe Neotoma,No,SimonGoring,2023-05-12 13:06:54.570061-04:00,No,,
1338,Pollen-based reconstruction reveals the impact of the onset of agriculture on plant functional trait composition.,,,,,Holocene; climate; early agriculture; plant functional traits; pollen data; Agriculture; Bayes Theorem; Ecosystem; Plant Dispersal; Plant Leaves; Plants; Pollen,Ecology letters,Ecol Lett,31,08,2022,"The onset of agriculture improved the capacity of ecosystems to produce food, but inadvertently altered other vital ecosystem functions. Plant traits play a central role in determining ecosystem properties, therefore we investigated how the onset of agriculture in Europe changed plant trait composition using 78 pollen records. Using a novel Bayesian approach for reconstructing plant trait composition from pollen records, we provide a robust method that can account for trait variability within pollen types. We estimate an overall four-fold decrease in plant size through agriculture and associated decreases in leaf and seed size. We show an increase in niche space towards the resource-acquisitive end of the leaf economic spectrum. Decreases in leaf phosphorus might have been caused by nutrient depletion through grazing and burning. Our results show that agriculture, from its start, has likely been gradually impacting biogeochemical cycles through altered vegetation composition.",10.1111/ele.14063,35816121,Maybe Neotoma,No,SimonGoring,2023-05-12 13:04:38.612450-04:00,No,,
